sample,read_id,allele,CAG_count,CAA_count,CCG_count,repeat_length_bp,classification,is_clean,is_interrupted,is_fragmented,mapq
H3,m84137_260214_004236_s1/73401810/ccs,1,85,3,14,309,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/23791630/ccs,1,85,5,11,313,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/241568636/ccs,0,106,2,9,184,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/166266081/ccs,0,108,1,10,185,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/146281875/ccs,1,91,5,13,305,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/247072969/ccs,0,117,1,13,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/218040069/ccs,1,85,5,11,306,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/191040490/ccs,1,99,6,10,303,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/48890556/ccs,1,131,5,14,296,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/91425604/ccs,0,63,2,10,188,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/254415485/ccs,0,3,2,13,186,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/99095255/ccs,1,180,3,14,321,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/2097690/ccs,1,49,35,19,3068,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/95686302/ccs,0,82,3,11,192,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/22481974/ccs,1,108,4,11,319,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/169809764/ccs,1,99,4,13,320,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/82051943/ccs,1,98,4,16,313,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/150342062/ccs,1,112,4,10,366,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/121768635/ccs,1,11,2,12,306,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/237175291/ccs,1,139,5,13,318,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/256443416/ccs,1,66,4,13,305,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/90835560/ccs,1,94,6,11,328,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/6491893/ccs,1,64,5,11,322,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/3015164/ccs,1,79,4,12,313,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/133431570/ccs,1,74,4,12,303,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/31721716/ccs,1,116,4,14,312,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/195825563/ccs,1,92,3,11,318,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/5636598/ccs,1,21,2,10,309,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/23397850/ccs,1,109,2,11,297,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/238814623/ccs,0,3,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/63705161/ccs,0,2,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/92604325/ccs,1,5,1,12,283,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/105713116/ccs,1,6,2,13,389,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/263981381/ccs,0,60,1,8,188,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/67307854/ccs,1,107,7,12,319,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/63968787/ccs,0,165,2,12,184,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/93783117/ccs,1,190,5,10,314,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/45353303/ccs,1,75,3,9,313,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/4852462/ccs,0,95,3,12,191,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/134611907/ccs,1,103,4,14,302,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/111151212/ccs,1,100,5,9,309,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/193528650/ccs,1,74,3,11,295,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/55250196/ccs,1,102,2,13,302,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/88673887/ccs,0,9,1,11,183,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/138611555/ccs,0,3,2,11,185,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/99682434/ccs,0,8,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/19139528/ccs,0,4,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/29754227/ccs,1,4,1,11,295,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/82576222/ccs,1,1,2,12,298,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/124060981/ccs,1,4,2,11,324,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/85594730/ccs,0,99,3,10,192,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/44239220/ccs,1,73,5,13,305,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/71243245/ccs,1,59,6,12,310,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/225772416/ccs,1,76,7,12,312,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/75433019/ccs,1,159,5,11,304,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/44634773/ccs,1,110,6,12,320,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/251925193/ccs,0,1,2,12,181,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/263722356/ccs,0,1,2,12,184,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/21497553/ccs,0,1,3,12,184,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/212601112/ccs,0,1,2,12,186,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/193333932/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/223019936/ccs,0,3,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/45418717/ccs,0,2,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/68552586/ccs,0,2,2,12,187,CAA_interrupted,False,True,False,60
H3,m84137_260214_004236_s1/72094051/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/216270416/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/213522211/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/262933956/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/204669835/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/214500444/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/96011585/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/99026284/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/134283998/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/199820342/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/5963939/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/32049614/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/163184988/ccs,0,1,2,12,187,fragmented_noisy,False,False,True,60
H3,m84137_260214_004236_s1/179570197/ccs,0,3,2,12,187,CAA_interrupted,False,True,False,60
